movieId,title,genres,genre_ids
6868,Wonderland (2003),Crime|Drama|Mystery|Thriller,"[80, 18, 9648, 53]"
6869,Bus 174 (Ônibus 174) (2002),Crime|Documentary,"[80, 99]"
6870,Mystic River (2003),Crime|Drama|Mystery,"[80, 18, 9648]"
6872,The House of the Dead (2003),Action|Horror,"[28, 27]"
6873,Intolerable Cruelty (2003),Comedy|Romance,"[35, 10749]"
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,"[28, 80, 53]"
6879,Runaway Jury (2003),Drama|Thriller,"[18, 53]"
6880,The Texas Chainsaw Massacre (2003),Horror,[27]
6881,Pieces of April (2003),Comedy|Drama,"[35, 18]"
6882,Returner (Ritaanaa) (2002),Action|Adventure|Sci-Fi,"[28, 12]"
6883,Sylvia (2003),Drama|Romance,"[18, 10749]"
6884,Veronica Guerin (2003),Crime|Drama|Thriller,"[80, 18, 53]"
6885,In the Cut (2003),Crime|Drama|Mystery|Romance|Thriller,"[80, 18, 9648, 10749, 53]"
6886,Beyond Borders (2003),Drama|Romance|War,"[18, 10749, 10752]"
6887,Radio (2003),Drama,[18]
6888,Scary Movie 3 (2003),Comedy|Horror,"[35, 27]"
6889,Brother Bear (2003),Adventure|Animation|Children,"[12, 16]"
6890,Elephant (2003),Drama,[18]
6893,The Italian Job (1969),Action|Comedy|Crime,"[28, 35, 80]"
6898,Sweet Sixteen (2002),Drama,[18]
6899,Alien from L.A. (1988),Sci-Fi,[]
6902,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller,"[12, 35, 18, 14, 9648, 53]"
6909,The (Gin gwai) (Jian gui) Eye (2002),Thriller,[53]
6911,The Jolson Story (1946),Musical,[]
6912,You'll Never Get Rich (1941),Comedy|Musical|Romance,"[35, 10749]"
6918,The (Aparajito) Unvanquished (1957),Drama,[18]
6920,"The) Cercle Rouge, Le (Red Circle (1970)",Crime|Thriller,"[80, 53]"
6927,The Human Stain (2003),Drama|Romance|Thriller,"[18, 10749, 53]"
6932,Shattered Glass (2003),Crime|Drama,"[80, 18]"
6934,The Matrix Revolutions (2003),Action|Adventure|Sci-Fi|Thriller|IMAX,"[28, 12, 53]"
6935,The (a.k.a. Chavez: Inside the Coup) Revolution Will Not Be Televised (2003),Documentary,[99]
6936,Elf (2003),Children|Comedy|Fantasy,"[35, 14]"
6938,Billabong Odyssey (2003),Documentary,[99]
6939,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),Drama|Romance,"[18, 10749]"
6942,Love Actually (2003),Comedy|Drama|Romance,"[35, 18, 10749]"
6944,Father of the Bride (1991),Comedy,[35]
6945,My Architect: A Son's Journey (2003),Documentary,[99]
6946,Looney Tunes: Back in Action (2003),Action|Animation|Children|Fantasy,"[28, 16, 14]"
6947,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War,"[12, 18, 10752]"
6948,Tupac: Resurrection (2003),Documentary,[99]
6949,The Big Empty (2003),Comedy|Mystery|Sci-Fi,"[35, 9648]"
6950,The Missing (2003),Adventure|Thriller|Western,"[12, 53, 37]"
6951,The Cat in the Hat (2003),Children|Comedy,[35]
6952,Gothika (2003),Horror|Thriller,"[27, 53]"
6953,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller,"[80, 18, 9648, 10749, 53]"
6954,The (Les invasions barbares) Barbarian Invasions (2003),Comedy|Crime|Drama|Mystery|Romance,"[35, 80, 18, 9648, 10749]"
6957,Bad Santa (2003),Comedy|Crime,"[35, 80]"
6958,The Haunted Mansion (2003),Children|Comedy|Fantasy|Horror,"[35, 14, 27]"
6959,Timeline (2003),Action|Adventure|Sci-Fi,"[28, 12]"
6961,Damage (Fatale) (1992),Drama,[18]
6962,OT: Our Town (2002),Documentary,[99]
6963,Devil's Playground (2002),Documentary,[99]
6965,Journeys with George (2002),Documentary,[99]
6966,Darkman (1990),Action|Crime|Fantasy|Sci-Fi|Thriller,"[28, 80, 14, 53]"
6967,Dead of Night (1945),Horror|Mystery,"[27, 9648]"
6969,"The) Dernier Combat, Le (Last Battle (1983)",Drama|Sci-Fi,[18]
6970,Desk Set (1957),Comedy|Romance,"[35, 10749]"
6971,Europa (Zentropa) (1991),Drama|Thriller,"[18, 53]"
6973,Final Analysis (1992),Drama|Romance|Thriller,"[18, 10749, 53]"
6974,The Freshman (1990),Comedy|Crime,"[35, 80]"
6975,Funny Games (1997),Drama|Horror|Thriller,"[18, 27, 53]"
6978,Slacker (1991),Comedy|Drama,"[35, 18]"
6979,WarGames (1983),Drama|Sci-Fi|Thriller,"[18, 53]"
6981,The) Ordet (Word (1955),Drama,[18]
6982,Forbidden Games (Jeux interdits) (1952),Drama|War,"[18, 10752]"
6983,Jane Eyre (1944),Drama|Romance,"[18, 10749]"
6984,A Tale of Two Cities (1935),Drama,[18]
6985,"La) Passion of Joan of Arc, The (Passion de Jeanne d'Arc (1928)",Drama,[18]
6986,Ben-Hur: A Tale of the Christ (1925),Adventure|Drama|Romance,"[12, 18, 10749]"
6987,"Das) Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari. (1920)",Crime|Fantasy|Horror,"[80, 14, 27]"
6989,Gorky Park (1983),Crime|Drama|Thriller,"[80, 18, 53]"
6990,The Great Train Robbery (1978),Action|Adventure|Comedy|Crime|Drama,"[28, 12, 35, 80, 18]"
6992,Guarding Tess (1994),Comedy|Drama,"[35, 18]"
6993,Hannah and Her Sisters (1986),Comedy|Drama|Romance,"[35, 18, 10749]"
6994,The Hard Way (1991),Action|Comedy,"[28, 35]"
6996,Highlander II: The Quickening (1991),Action|Sci-Fi,[28]
6997,Hoffa (1992),Crime|Drama,"[80, 18]"
6998,House of Cards (1993),Drama,[18]
6999,Housesitter (1992),Comedy|Romance,"[35, 10749]"
7000,Hudson Hawk (1991),Action|Adventure|Comedy,"[28, 12, 35]"
7001,Invasion of the Body Snatchers (1978),Horror|Mystery|Sci-Fi|Thriller,"[27, 9648, 53]"
7004,Kindergarten Cop (1990),Action|Comedy|Crime|Thriller,"[28, 35, 80, 53]"
7005,King Ralph (1991),Comedy,[35]
7007,The Last Boy Scout (1991),Action|Comedy|Crime|Drama|Thriller,"[28, 35, 80, 18, 53]"
7008,Last Tango in Paris (Ultimo tango a Parigi) (1972),Drama|Romance,"[18, 10749]"
7009,Lorenzo's Oil (1992),Drama,[18]
7010,"L') Lover, The (Amant (1992)",Drama|Romance,"[18, 10749]"
7012,Mr. Destiny (1990),Comedy|Fantasy,"[35, 14]"
7013,The Night of the Hunter (1955),Drama|Film-Noir|Thriller,"[18, 53]"
7015,Only the Lonely (1991),Comedy|Romance,"[35, 10749]"
7016,Over the Top (1987),Action|Drama,"[28, 18]"
7017,Passenger 57 (1992),Action|Thriller,"[28, 53]"
7018,Presumed Innocent (1990),Crime|Drama|Thriller,"[80, 18, 53]"
7019,Project X (1987),Comedy|Drama,"[35, 18]"
7020,Proof (1991),Comedy|Drama|Romance,"[35, 18, 10749]"
7022,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller,"[28, 18, 27, 53]"
7023,The (Xi yan) Wedding Banquet (1993),Comedy|Drama|Romance,"[35, 18, 10749]"
7024,or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) Salo (1976),Drama,[18]
7025,A Midnight Clear (1992),Drama|War,"[18, 10752]"
7026,Summer School (1987),Comedy,[35]
7027,Silverado (1985),Action|Western,"[28, 37]"
7028,Quick Change (1990),Comedy|Crime,"[35, 80]"
7030,Radio Flyer (1992),Drama,[18]
7031,The Real McCoy (1993),Action|Crime|Drama|Thriller,"[28, 80, 18, 53]"
7032,Revenge (1990),Drama|Romance|Thriller,"[18, 10749, 53]"
7033,The (a.k.a. The Secret of My Success) Secret of My Succe$s (1987),Comedy|Romance,"[35, 10749]"
7034,Show Me Love (Fucking Åmål) (1998),Drama|Romance,"[18, 10749]"
7036,Teen Wolf (1985),Comedy|Fantasy,"[35, 14]"
7037,High Heels (Tacones lejanos) (1991),Comedy|Drama,"[35, 18]"
7038,Things You Can Tell Just by Looking at Her (2000),Drama|Romance,"[18, 10749]"
7040,To Live and Die in L.A. (1985),Action|Crime|Drama|Thriller,"[28, 80, 18, 53]"
7041,Trapped in Paradise (1994),Comedy|Crime,"[35, 80]"
7044,Wild at Heart (1990),Crime|Drama|Mystery|Romance|Thriller,"[80, 18, 9648, 10749, 53]"
7045,The Witches (1990),Children|Fantasy,[14]
7046,The Witches of Eastwick (1987),Comedy|Fantasy|Horror|Thriller,"[35, 14, 27, 53]"
7047,Year of the Dragon (1985),Action|Crime|Drama,"[28, 80, 18]"
7048,Nothing to Lose (1997),Action|Adventure|Comedy|Crime,"[28, 12, 35, 80]"
7049,Flying Down to Rio (1933),Comedy|Musical|Romance,"[35, 10749]"
7050,Follow the Fleet (1936),Comedy|Musical|Romance,"[35, 10749]"
7051,Pussycat What's New (1965),Comedy,[35]
7052,Mary of Scotland (1936),Drama,[18]
7053,Roberta (1935),Comedy|Musical|Romance,"[35, 10749]"
7054,Little Women (1949),Drama,[18]
7055,Swing Time (1936),Comedy|Musical|Romance,"[35, 10749]"
7056,The Public Enemy (1931),Action|Crime|Drama,"[28, 80, 18]"
7057,A Midsummer Night's Dream (1935),Comedy|Fantasy|Romance,"[35, 14, 10749]"
7058,Life with Father (1947),Comedy,[35]
7059,National Velvet (1944),Children|Drama,[18]
7060,Jesus Christ Superstar (1973),Drama|Musical,[18]
7061,Dark Victory (1939),Drama|Romance,"[18, 10749]"
7062,Birdman of Alcatraz (1962),Drama,[18]
7063,der Zorn Gottes) Aguirre: The Wrath of God (Aguirre (1972),Adventure|Drama,"[12, 18]"
7064,Beauty and the Beast (La belle et la bête) (1946),Drama|Fantasy,"[18, 14]"
7065,The Birth of a Nation (1915),Drama|War,"[18, 10752]"
7067,Juliet of the Spirits (Giulietta degli spiriti) (1965),Comedy|Drama|Fantasy|Romance,"[35, 18, 14, 10749]"
7069,The) Macbeth (a.k.a. Tragedy of Macbeth (1971),Drama,[18]
7070,Red River (1948),Action|Adventure|Western,"[28, 12, 37]"
7071,A Woman Under the Influence (1974),Drama,[18]
7072,Stagecoach (1939),Action|Drama|Romance|Western,"[28, 18, 10749, 37]"
7073,A Shot in the Dark (1964),Comedy|Crime|Mystery,"[35, 80, 9648]"
7074,The Navigator (1924),Comedy,[35]
7075,The Court Jester (1956),Adventure|Comedy|Musical,"[12, 35]"
7076,Bullitt (1968),Action|Crime|Drama|Thriller,"[28, 80, 18, 53]"
7078,Jezebel (1938),Drama,[18]
7079,The Hunchback of Notre Dame (1939),Drama,[18]
7080,42nd Street (1933),Drama|Musical|Romance,"[18, 10749]"
7082,That Touch of Mink (1962),Comedy|Romance,"[35, 10749]"
7083,Sweet Dreams (1985),Drama,[18]
7084,Sam Play It Again (1972),Comedy|Romance,"[35, 10749]"
7085,Send Me No Flowers (1964),Comedy|Romance,"[35, 10749]"
7086,Pygmalion (1938),Comedy|Drama,"[35, 18]"
7087,A Passage to India (1984),Adventure|Drama,"[12, 18]"
7088,Black Orpheus (Orfeu Negro) (1959),Drama|Romance,"[18, 10749]"
7089,Amarcord (1973),Comedy|Drama,"[35, 18]"
7090,Hero (Ying xiong) (2002),Action|Adventure|Drama,"[28, 12, 18]"
7091,Horse Feathers (1932),Comedy,[35]
7092,Anna Karenina (1935),Drama|Romance,"[18, 10749]"
7093,The Front Page (1974),Comedy,[35]
7096,Rivers and Tides (2001),Documentary,[99]
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi,"[12, 16, 18, 14]"
7101,Doc Hollywood (1991),Comedy|Romance,"[35, 10749]"
7102,Dragnet (1987),Comedy|Crime|Drama,"[35, 80, 18]"
7103,Madhouse (1990),Comedy,[35]
7104,1941 (1979),Comedy|War,"[35, 10752]"
7107,Foul Play (1978),Comedy|Thriller,"[35, 53]"
7108,Crime Story (Zhong an zu) (1993),Action|Crime|Drama,"[28, 80, 18]"
7109,Beyond the Clouds (Al di là delle nuvole) (1996),Drama|Romance,"[18, 10749]"
7114,The Collector (1965),Drama|Horror|Thriller,"[18, 27, 53]"
7115,Deep Red (Profondo rosso) (1975),Horror|Mystery|Thriller,"[27, 9648, 53]"
7116,Diabolique (Les diaboliques) (1955),Horror|Mystery|Thriller,"[27, 9648, 53]"
7117,Leprechaun (1993),Comedy|Horror,"[35, 27]"
7118,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),Animation|Drama|Sci-Fi|War,"[16, 18, 10752]"
7121,Adam's Rib (1949),Comedy|Romance,"[35, 10749]"
7122,King of Hearts (1966),Comedy|Drama|War,"[35, 18, 10752]"
7123,Naked Lunch (1991),Drama|Fantasy|Mystery|Sci-Fi,"[18, 14, 9648]"
7124,Grass (1999),Documentary,[99]
7125,Spring Forward (1999),Drama,[18]
7127,Run (1991),Action|Drama|Thriller,"[28, 18, 53]"
7131,A Summer Place (1959),Drama,[18]
7132,A Night at the Opera (1935),Comedy|Musical|Romance,"[35, 10749]"
7134,The (Forbrydelsens Element) Element of Crime (1984),Drama|Thriller,"[18, 53]"
7137,The Cooler (2003),Comedy|Drama|Romance,"[35, 18, 10749]"
7139,In America (2002),Drama|Romance,"[18, 10749]"
7141,My Flesh and Blood (2003),Documentary,[99]
7142,Honey (2003),Drama|Romance,"[18, 10749]"
7143,The Last Samurai (2003),Action|Adventure|Drama|War,"[28, 12, 18, 10752]"
7147,Big Fish (2003),Drama|Fantasy|Romance,"[18, 14, 10749]"
7149,Something's Gotta Give (2003),Comedy|Drama|Romance,"[35, 18, 10749]"
7150,Stuck on You (2003),Comedy,[35]
7151,Girl with a Pearl Earring (2003),Drama|Romance,"[18, 10749]"
7153,The Lord of the Rings: The Return of the King (2003),Action|Adventure|Drama|Fantasy,"[28, 12, 18, 14]"
7154,Mona Lisa Smile (2003),Drama|Romance,"[18, 10749]"
7155,Calendar Girls (2003),Comedy,[35]
7156,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara (2003),Documentary|War,"[99, 10752]"
7158,House of Sand and Fog (2003),Drama,[18]
7160,Monster (2003),Crime|Drama,"[80, 18]"
7161,Cheaper by the Dozen (2003),Children|Comedy,[35]
7162,Cold Mountain (2003),Drama|Romance|War,"[18, 10749, 10752]"
7163,Paycheck (2003),Action|Sci-Fi|Thriller,"[28, 53]"
7164,Peter Pan (2003),Action|Adventure|Children|Fantasy,"[28, 12, 14]"
7165,The Company (2003),Drama|Musical,[18]
7167,Japanese Story (2003),Drama,[18]
7169,Chasing Liberty (2004),Comedy|Romance,"[35, 10749]"
7171,Aileen: Life and Death of a Serial Killer (2003),Documentary,[99]
7173,Along Came Polly (2004),Comedy|Romance,"[35, 10749]"
7175,Torque (2004),Action|Crime,"[28, 80]"
7176,Crimson Gold (Talaye sorgh) (2003),Drama,[18]
7177,Osama (2003),Drama,[18]
7178,The Great Gatsby (1974),Drama,[18]
7179,Wuthering Heights (1992),Drama|Romance,"[18, 10749]"
7181,Ship of Fools (1965),Drama,[18]
7184,This Property is Condemned (1966),Drama|Romance,"[18, 10749]"
7190,Jane Eyre (1970),Drama,[18]
7191,Blame It on the Bellboy (1992),Comedy,[35]
7192,Only the Strong (1993),Action,[28]
7193,The Adventures of Ford Fairlane (1990),Action|Comedy,"[28, 35]"
7202,Beyond Re-Animator (2003),Horror,[27]
7205,The Wind and the Lion (1975),Adventure,[12]
7206,Mon Oncle (My Uncle) (1958),Comedy,[35]
7208,Dr. Jekyll and Mr. Hyde (1941),Drama|Horror,"[18, 27]"
7209,Les) M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot (1953),Comedy,[35]
7211,People Will Talk (1951),Comedy|Romance,"[35, 10749]"
7212,I Was a Male War Bride (1949),Comedy|Romance,"[35, 10749]"
7215,To Have and Have Not (1944),Adventure|Drama|Romance|Thriller|War,"[12, 18, 10749, 53, 10752]"
7216,High Sierra (1941),Crime|Drama|Film-Noir|Thriller,"[80, 18, 53]"
7217,Dark Passage (1947),Crime|Drama|Film-Noir|Romance|Thriller,"[80, 18, 10749, 53]"
7218,The Ox-Bow Incident (1943),Drama|Western,"[18, 37]"
7219,They Drive by Night (1940),Drama,[18]
7222,Reefer Madness (a.k.a. Tell Your Children) (1938),Comedy|Drama,"[35, 18]"
7223,D.O.A. (1950),Drama|Film-Noir|Mystery,"[18, 9648]"
7225,Pumping Iron (1977),Documentary,[99]
7228,Cool World (1992),Animation|Comedy|Fantasy,"[16, 35, 14]"
7234,La Strada (1954),Drama,[18]
7235,Ichi the Killer (Koroshiya 1) (2001),Action|Comedy|Crime|Drama|Horror|Thriller,"[28, 35, 80, 18, 27, 53]"
7236,A Boy and His Dog (1975),Sci-Fi,[]
7238,Ashes and Diamonds (Popiól i diament) (1958),Drama|War,"[18, 10752]"
7243,Intolerance: Love's Struggle Throughout the Ages (1916),Drama,[18]
7245,Tormented (1960),Horror|Thriller,"[27, 53]"
7247,Chitty Chitty Bang Bang (1968),Adventure|Children|Comedy|Fantasy|Musical,"[12, 35, 14]"
7248,The) Suriyothai (a.k.a. Legend of Suriyothai (2001),Action|Adventure|Drama|War,"[28, 12, 18, 10752]"
7251,Where the Day Takes You (1992),Drama,[18]
7254,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,"[18, 53]"
7255,Win a Date with Tad Hamilton! (2004),Comedy|Romance,"[35, 10749]"
7256,Touching the Void (2003),Adventure|Documentary,"[12, 99]"
7257,The Big Bounce (2004),Comedy|Crime|Thriller,"[35, 80, 53]"
7258,The Perfect Score (2004),Comedy|Crime,"[35, 80]"
7259,You Got Served (2004),Drama|Musical,[18]
7260,Latter Days (2003),Comedy|Drama|Romance,"[35, 18, 10749]"
7261,Barbershop 2: Back in Business (2004),Comedy,[35]
7262,Catch That Kid (2004),Action|Adventure|Children|Comedy|Crime,"[28, 12, 35, 80]"
7263,Miracle (2004),Drama,[18]
7264,An Amazing Couple (2002),Comedy|Romance,"[35, 10749]"
7265,The Dreamers (2003),Drama,[18]
7266,The Lost Skeleton of Cadavra (2002),Comedy|Horror|Sci-Fi,"[35, 27]"
7282,Da Hip Hop Witch (2000),Comedy|Horror|Thriller,"[35, 27, 53]"
7285,Thirteen (2003),Drama,[18]
7292,Best Defense (1984),Comedy|War,"[35, 10752]"
7293,50 First Dates (2004),Comedy|Romance,"[35, 10749]"
7294,Welcome to Mooseport (2004),Comedy,[35]
7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),Comedy|Drama,"[35, 18]"
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Drama,[18]
7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),Drama,[18]
7302,The Thief of Bagdad (1924),Action|Adventure|Fantasy,"[28, 12, 14]"
7303,The Diary of Anne Frank (1959),Drama|War,"[18, 10752]"
7304,Allegro non troppo (1977),Animation|Comedy|Fantasy|Musical,"[16, 35, 14]"
7305,Black Widow (1987),Crime|Drama|Mystery|Thriller,"[80, 18, 9648, 53]"
7306,La) Herod's Law (Ley de Herodes (2000),Comedy|Crime|Mystery,"[35, 80, 9648]"
7307,Flesh & Blood (1985),Action|Adventure|Drama|War,"[28, 12, 18, 10752]"
7308,King Solomon's Mines (1985),Adventure|Comedy,"[12, 35]"
7310,Raw Deal (1986),Action,[28]
7311,Mr. Chips Goodbye (1939),Drama|Romance,"[18, 10749]"
7312,Boys! Follow Me (1966),Comedy|Drama,"[35, 18]"
7315,Against the Ropes (2004),Comedy|Drama,"[35, 18]"
7316,Confessions of a Teenage Drama Queen (2004),Comedy,[35]
7317,EuroTrip (2004),Adventure|Comedy,"[12, 35]"
7318,The Passion of the Christ (2004),Drama,[18]
7319,Club Dread (2004),Comedy|Horror,"[35, 27]"
7320,Dirty Dancing: Havana Nights (2004),Romance,[10749]
7321,Twisted (2004),Thriller,[53]
7323,Lenin! Good bye (2003),Comedy|Drama,"[35, 18]"
7324,Hidalgo (2004),Adventure|Drama,"[12, 18]"
7325,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller,"[28, 35, 80, 53]"
7326,The Reckoning (2004),Crime|Drama,"[80, 18]"
7327,Persona (1966),Drama,[18]
7328,"En) Passion of Anna, The (Passion (1969)",Drama,[18]
7333,"The) Corbeau, Le (Raven (1943)",Crime|Drama|Thriller,"[80, 18, 53]"
7335,Pickup on South Street (1953),Film-Noir,[]
7336,The (La Caduta degli dei) Damned (1969),Drama|War,"[18, 10752]"
7340,Just One of the Guys (1985),Comedy,[35]
7344,The Wrong Arm of the Law (1963),Comedy|Crime,"[35, 80]"
7345,Agent Cody Banks 2: Destination London (2004),Action|Adventure|Children|Comedy,"[28, 12, 35]"
7346,The Girl Next Door (2004),Comedy|Romance,"[35, 10749]"
7347,Secret Window (2004),Mystery|Thriller,"[9648, 53]"
7348,Spartan (2004),Thriller,[53]
7349,Broken Wings (Knafayim Shvurot) (2002),Drama,[18]
7352,Wilbur Wants to Kill Himself (2002),Comedy|Drama|Romance,"[35, 18, 10749]"
7354,Mad Dog and Glory (1993),Comedy|Drama|Romance,"[35, 18, 10749]"
7357,Peyton Place (1957),Drama|Romance,"[18, 10749]"
7360,Dawn of the Dead (2004),Action|Drama|Horror|Thriller,"[28, 18, 27, 53]"
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,"[18, 10749]"
7362,Taking Lives (2004),Crime|Drama|Thriller,"[80, 18, 53]"
7364,Intermission (2003),Comedy|Crime|Drama,"[35, 80, 18]"
7366,Jersey Girl (2004),Comedy|Drama|Romance,"[35, 18, 10749]"
7367,The Ladykillers (2004),Comedy|Crime,"[35, 80]"
7368,Never Die Alone (2004),Crime|Drama|Thriller,"[80, 18, 53]"
7369,Scooby-Doo 2: Monsters Unleashed (2004),Action|Adventure|Children|Comedy|Mystery,"[28, 12, 35, 9648]"
7371,Dogville (2003),Drama|Mystery|Thriller,"[18, 9648, 53]"
7372,Ned Kelly (2003),Drama,[18]
7373,Hellboy (2004),Action|Adventure|Fantasy|Horror,"[28, 12, 14, 27]"
7375,The Prince & Me (2004),Comedy|Romance,"[35, 10749]"
7376,Walking Tall (2004),Action,[28]
7377,The United States of Leland (2003),Crime|Drama,"[80, 18]"
7379,The Alamo (2004),Drama|War|Western,"[18, 10752, 37]"
7380,Ella Enchanted (2004),Comedy|Fantasy|Romance,"[35, 14, 10749]"
7381,The Whole Ten Yards (2004),Action|Comedy|Crime,"[28, 35, 80]"
7382,I'm Not Scared (Io non ho paura) (2003),Drama|Mystery|Thriller,"[18, 9648, 53]"
7386,The Ten Commandments (1956),Adventure|Drama,"[12, 18]"
7387,Dawn of the Dead (1978),Action|Drama|Horror,"[28, 18, 27]"
7390,Prey for Rock & Roll (2003),Drama|Musical,[18]
7394,Those Magnificent Men in Their Flying Machines (1965),Action|Adventure|Comedy,"[28, 12, 35]"
7395,Cheaper by the Dozen (1950),Comedy|Drama,"[35, 18]"
7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),Drama,[18]
7411,Munchies (1987),Comedy|Horror,"[35, 27]"
7414,Going in Style (1979),Comedy|Drama,"[35, 18]"
7419,After Hours (1985),Comedy|Thriller,"[35, 53]"
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,"[28, 18, 53]"
7439,The Punisher (2004),Action|Crime|Thriller,"[28, 80, 53]"
7440,Paper Clips (2004),Documentary,[99]
7443,This So-Called Disaster (2003),Documentary,[99]
7444,13 Going on 30 (2004),Comedy|Fantasy|Romance,"[35, 14, 10749]"
7445,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,"[28, 80, 18, 9648, 53]"
7448,Envy (2004),Comedy,[35]
7449,Godsend (2004),Drama|Horror|Thriller,"[18, 27, 53]"
7450,Laws of Attraction (2004),Comedy|Romance,"[35, 10749]"
7451,Mean Girls (2004),Comedy,[35]
7454,Van Helsing (2004),Action|Adventure|Fantasy|Horror,"[28, 12, 14, 27]"
7455,The Mudge Boy (2003),Drama,[18]
7457,Breakin' All the Rules (2004),Comedy|Romance,"[35, 10749]"
7458,Troy (2004),Action|Adventure|Drama|War,"[28, 12, 18, 10752]"
7459,Carandiru (2003),Crime|Drama,"[80, 18]"
7460,Coffee and Cigarettes (2003),Comedy|Drama,"[35, 18]"
7477,Eye See You (D-Tox) (2002),Horror|Thriller,"[27, 53]"
7479,Watch on the Rhine (1943),Drama,[18]
7481,Enemy Mine (1985),Adventure|Drama|Sci-Fi,"[12, 18]"
7482,Enter the Dragon (1973),Action|Crime,"[28, 80]"
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),Drama|Romance,"[18, 10749]"
7487,Henry & June (1990),Drama,[18]
7492,Martin (1977),Drama|Horror,"[18, 27]"
7493,The Three Faces of Eve (1957),Drama,[18]
7541,100 Girls (2000),Comedy|Romance,"[35, 10749]"
7560,Fail-Safe (1964),Drama|Thriller|War,"[18, 53, 10752]"
7561,Paperhouse (1988),Fantasy|Horror|Thriller,"[14, 27, 53]"
7562,Dobermann (1997),Action|Crime,"[28, 80]"
7564,Kwaidan (Kaidan) (1964),Horror,[27]
7566,28 Up (1985),Documentary,[99]
7569,You Only Live Twice (1967),Action|Adventure|Sci-Fi|Thriller,"[28, 12, 53]"
7570,Octopussy (1983),Action|Adventure|Thriller,"[28, 12, 53]"
7572,Wit (2001),Drama,[18]
7573,Never Say Never Again (1983),Action|Adventure|Thriller,"[28, 12, 53]"
7579,Pride and Prejudice (1940),Comedy|Drama|Romance,"[35, 18, 10749]"
7581,The Fountainhead (1949),Drama,[18]
7584,Woman of the Year (1942),Comedy|Romance,"[35, 10749]"
7587,"The) Samouraï, Le (Godson (1967)",Crime|Drama|Thriller,"[80, 18, 53]"
7614,Oklahoma! (1955),Musical|Romance|Western,"[10749, 37]"
7615,Desert Hearts (1985),Drama,[18]
7616,Body Double (1984),Mystery|Thriller,"[9648, 53]"
7618,Chaplin (1992),Drama,[18]
7619,The Miracle Worker (1962),Drama,[18]
7620,Monster in a Box (1992),Comedy|Drama,"[35, 18]"
7624,School Ties (1992),Drama,[18]
7636,Raising Cain (1992),Horror|Thriller,"[27, 53]"
7646,Rose Red (2002),Horror|Mystery|Thriller,"[27, 9648, 53]"
7647,Noises Off... (1992),Comedy,[35]
7649,Babylon 5: In the Beginning (1998),Adventure|Sci-Fi,[12]
7650,The) Witchfinder General (Conquerer Worm (1968),Horror,[27]
7657,Versus (2000),Action|Comedy|Fantasy|Horror,"[28, 35, 14, 27]"
7669,Pride and Prejudice (1995),Drama|Romance,"[18, 10749]"
7698,The China Syndrome (1979),Drama|Thriller,"[18, 53]"
7700,"Le) Wages of Fear, The (Salaire de la peur (1953)",Action|Adventure|Drama|Thriller,"[28, 12, 18, 53]"
7701,Look Who's Talking Too (1990),Comedy|Romance,"[35, 10749]"
7702,The Bells of St. Mary's (1945),Drama,[18]
7704,The Delta Force (1986),Action,[28]
7705,Pat and Mike (1952),Comedy|Romance,"[35, 10749]"
7706,Animal Crackers (1930),Comedy|Musical,[35]
7707,She Said He Said (1991),Comedy|Drama|Romance,"[35, 18, 10749]"
7708,Bedazzled (1967),Comedy|Fantasy,"[35, 14]"
7713,Cat People (1942),Drama|Horror|Romance|Thriller,"[18, 27, 10749, 53]"
7714,Camelot (1967),Drama|Musical|Romance,"[18, 10749]"
7716,The Lonely Guy (1984),Comedy,[35]
7720,The Four Musketeers (1974),Action|Adventure|Comedy|Romance,"[28, 12, 35, 10749]"
7727,Protocol (1984),Comedy,[35]
7728,The Postman Always Rings Twice (1946),Crime|Drama|Film-Noir|Thriller,"[80, 18, 53]"
7730,Matinee (1993),Comedy|Drama,"[35, 18]"
7742,Baxter (1989),Drama|Horror,"[18, 27]"
