movieId,title,actors,director,release_date,summary,duration,genre_id
265,"Ready to Wear (Pret-A-Porter) (1994)","Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond, Henry Thomas","Edward Zwick",1994-12-23,"In early 20th-century Montana, Col. William Ludlow lives on a ranch in the wilderness with his sons, Alfred, Tristan, and Samuel. Eventually, the unconventional but close-knit family are bound by loyalty, tested by war, and torn apart by love, as told over the course of several decades in this epic saga.",133,18
266,"Three Colors: Red (Trois couleurs: Rouge) (1994)","Damon Wayans, Karyn Parsons, William Hickey, Michael Ironside, Albert Hall","Nick Castle",1995-03-24,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.",95,18
268,"Three Colors: White (Trzy kolory: Bialy) (1994)","Angel Aviles, Seidy López, Jacob Vargas, Devine, Monica Lutton","Allison Anders",1994-06-08,"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.",92,18
269,"Rent-a-Kid (1995)","Warren Beatty, Annette Bening, Katharine Hepburn, Garry Shandling, Chloe Webb","Glenn Gordon Caron",1994-10-21,"Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. They become romantic on board a ship sent to take them to a larger island. They agree to meet in New York three months later to see if the attraction is real. One shows up but the other doesn't. However, a chance meeting brings them together again.",108,18
270,"Relative Fear (1994)","Jessica Lange, Halle Berry, David Strathairn, Cuba Gooding Jr., Daisy Eagan","Stephen Gyllenhaal",1995-03-17,"Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted by a warm-hearted social worker, Margaret Lewin, and her husband, Charles. Years later, Khaila has gone through rehab and holds a steady job. After learning that her child is still alive, she challenges Margaret for the custody.",106,18
271,"Stuart Saves His Family (1995)","Nigel Hawthorne, Helen Mirren, Ian Holm, Anthony Calf, Amanda Donohoe","Nicholas Hytner",1994-12-28,"Aging King George III of England is exhibiting signs of madness, a problem little understood in 1788. As the monarch alternates between bouts of confusion and near-violent outbursts of temper, his hapless doctors attempt the ineffectual cures of the day. Meanwhile, Queen Charlotte and Prime Minister William Pitt the Younger attempt to prevent the king's political enemies, led by the Prince of Wales, from usurping the throne.",107,18
272,"The Swan Princess (1994)","Robert De Niro, Kenneth Branagh, Tom Hulce, Helena Bonham Carter, Aidan Quinn","Kenneth Branagh",1994-11-04,"Victor Frankenstein is a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",123,18
273,"The Secret of Roan Inish (1994)","Chevy Chase, Farrah Fawcett, Jonathan Taylor Thomas, George Wendt, David Shiner","James Orr",1995-03-03,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.",96,18
274,"The Specialist (1994)","Steve Martin, Madeline Kahn, Rita Wilson, Juliette Lewis, Anthony LaPaglia","Nora Ephron",1994-12-21,"The events of a crisis hotline business on one crazy night during the Christmas holidays.",97,18
275,"Stargate (1994)","Melanie Griffith, Ed Harris, Michael Patrick Carter, Malcolm McDowell, Anne Heche","Richard Benjamin",1994-08-31,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.",108,18
276,"The Santa Clause (1994)","Mara Wilson, Richard Attenborough, Dylan McDermott, Elizabeth Perkins, J. T. Walsh","Les Mayfield",1994-11-18,"Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.",114,18
277,"The Shawshank Redemption (1994)","Sarah Jessica Parker, Gil Bellows, Antonio Banderas, Mia Farrow, Paul Mazursky","David Frankel",1995-01-27,"Even though Gwyn Marcus is engaged to her boyfriend, Matt, she is still afraid of commitment. While she admires her parents' loving relationship, she discovers that her family has not always been faithful in marriage, making it harder than ever to settle down. As her mother pressures her to get married, and plenty of attractive men appear in her life, Gwyn learns that she must balance her career, relationships and marriage to be truly happy.",95,18
278,"Shallow Grave (1994)","Edward James Olmos, Jimmy Smits, Esai Morales, Jennifer Lopez, Jacob Vargas","Gregory Nava",1995-05-03,"Traces over three generations an immigrant family's trials, tribulations, tragedies, and triumphs. Maria and Jose, the first generation, come to Los Angeles, meet, marry, face deportation all in the 1930s. They establish their family in East L.A., and their children Chucho, Paco, Memo, Irene, Toni, and Jimmy deal with youth culture and the L.A. police in the '50s. As the second generation become adults in the '60s, the focus shifts to Jimmy, his marriage to Isabel (a Salvadorian refugee), their son, and Jimmy's journey to becoming a responsible parent.",128,18
279,"Suture (1993)","Christian Slater, Kevin Bacon, Gary Oldman, Embeth Davidtz, William H. Macy","Marc Rocco",1995-01-20,"A young, inexperienced public defender is assigned to defend an inmate accused of committing murder while behind bars.",122,18
280,"Strawberry and Chocolate (Fresa y chocolate) (1993)","Paul Newman, Bruce Willis, Melanie Griffith, Jessica Tandy, Dylan Walsh","Robert Benton",1994-12-23,"A rascally nearing-retirement man juggles a workers' compensation suit while secretly working for his nemesis and flirting with his nemesis' young wife. As his estranged son returns, he faces new family responsibilities, while a banker plots to evict him from his home.",110,18
281,"Swimming with Sharks (1995)","Jodie Foster, Liam Neeson, Natasha Richardson, Richard Libertini, Robin Mullins","Michael Apted",1994-12-23,"In a remote woodland cabin, a small town doctor discovers Nell — a beautiful young hermit woman with many secrets.",112,18
282,"The Sum of Us (1994)","Sharron Corley, Gabriel Casseus, Saul Stein, Donald Faison, Gwen McGee","Nick Gomez",1995-04-19,"Jason and Midget are two young, black teenagers living in Newark, New Jersey, the unofficial car theft capital of the world. Their favourite pastime is that of everybody in their neighbourhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.",98,18
283,"National Lampoon's Senior Trip (1995)","Toru Nakamura, Chad McQueen, Mira Sorvino, Conan Lee, Andreas Katsulas","Tōru Murakawa",1993-08-14,"Allegedly based on a true story, this film follows the life of Toshi, a Japanese man living in America and working with the New York City police. After being recommended for undercover work, Toshi decides to go after a gang lead by Hawk. Hawk and Toshi soon become friends, although Hawk's second-in-command, Tito, is suspicious of the newcomer. Will Toshi be able to bring the gang down, or will his cover be blown before he can finish the assignment?",88,18
284,"To Live (Huozhe) (1994)","Craig Fairbrass, Elizabeth Hurley, Keith Allen, Anita Dobson, Jesse Birdsall","Vadim Jean",1994-04-22,"An experiment gone awry places a neurologist and a homicide detective in a psychopath's nightmarish world.",89,18
286,"Tales from the Crypt Presents: Demon Knight (1995)","Laura San Giacomo, Paul Rhys, Michael O'Keefe, Cristi Conaway, Fisher Stevens","Alan Jacobs",1995-03-03,"Laura San Giacomo stars in this sexy comedy about adultery. When Nina's (San Giacomo) husband goes out of town for several weeks on a business trip, Nina hooks up with a photographer. Told from a reporter's point of view, his interviews with Nina and the photographer provide comic insights. Stars Laura San Giacomo, Paul Rhys, Michael O'Keefe, Fisher Stevens and more.",100,18
287,"Star Trek: Generations (1994)","Woody Harrelson, Juliette Lewis, Robert Downey Jr., Tommy Lee Jones, Tom Sizemore","Oliver Stone",1994-08-26,"Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.",118,53
288,"Tales from the Hood (1995)","Marisa Tomei, Robert Downey Jr., Bonnie Hunt, Joaquim de Almeida, Fisher Stevens","Norman Jewison",1994-03-04,"Two childhood paranormal incidents have convinced schoolteacher Faith Corvatch that her true love is a guy named ""Damon Bradley,"" but she has yet to meet him. Preparing to marry podiatrist Dwayne in 10 days, Faith receives a phone call from Dwayne's old classmate named Damon Bradley who is on his way to Venice. Faith tries to catch him at the airport but just misses him so she impulsively decides to fly to Venice hoping to finally encounter the man of her dreams; accompanying her on the trip is her sister-in-law and childhood best friend, Kate, who has just left her husband, Faith's brother Larry.",115,18
289,"Tom & Viv (1994)","Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell, Julian Arahanga, Taungaroa Emile","Lee Tamahori",1994-09-02,"A drama about a Maori family living in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",99,10751
290,"Village of the Damned (1995)","Alyssa Milano, Johnathon Schaech, Xander Berkeley, Belinda Bauer, Camilla Belle","Anne Goursaud",1996-04-26,"A young and naive college art student becomes obsessed with assuming the identity and personality of a departed coed who used to live in her room, and in so doing causes complications that result in two men, a student and her art professor, lusting after her.",106,18
291,"Tommy Boy (1995)","Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey, Cuba Gooding Jr.","Wolfgang Petersen",1995-03-10,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col. Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",127,10751
292,"Vanya on 42nd Street (1994)","Jean Reno, Natalie Portman, Gary Oldman, Danny Aiello, Peter Appel","Luc Besson",1994-09-14,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",111,18
293,"Underneath (1995)","Marisa Tomei, Alfred Molina, Anjelica Huston, Chazz Palminteri, Trini Alvarado","Mira Nair",1995-05-12,"In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",113,18
294,"The Walking Dead (1995)","William Baldwin, John Leguizamo, Erika Eleniak, Michael Lerner, Armin Mueller-Stahl","Joshua Brand",1995-04-28,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie. Written by Brian Whiting",94,18
295,"What's Eating Gilbert Grape (1993)","John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Ving Rhames","Quentin Tarantino",1994-09-10,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",154,27
297,"While You Were Sleeping (1995)","Lung Sihung, Wang Bozhao, Deb Snyder, Wang Lai, Fanny De Luz","Ang Lee",1991-12-07,"Mr. Chu is an elderly widower who teaches tai chi chuan in Beijing. He moves to America to live with his son's family, but finds the cultural adjustment difficult. Since his daughter-in-law is a white woman who does not speak Chinese, Mr. Chu's son, Alex, must mediate.",105,18
298,"The War (1994)","Linus Roache, Tom Wilkinson, Robert Carlyle, Cathy Tyson, Lesley Sharp","Antonia Bird",1995-03-24,"The deeply held religious convictions of an idealistic young priest are challenged when he must face extraordinary events within his own congregation.",99,53
299,"Double Happiness (1994)","Ralph Fiennes, Rob Morrow, John Turturro, Paul Scofield, David Paymer","Robert Redford",1994-08-25,"Herbert Stempel's transformation into an unexpected television personality unfolds as he secures victory on the cherished American game show, 'Twenty-One.' However, when the show introduces the highly skilled contestant Charles Van Doren to replace Stempel, it compels Stempel to let out his frustrations and call out the show as rigged. Lawyer Richard Goodwin steps in and attempts to uncover the orchestrated deception behind the scenes.",133,18
300,"Muriel's Wedding (1994)","Youki Kudoh, Akira Takayama, Tamlyn Tomita, Cary-Hiroyuki Tagawa, Toshirō Mifune","Kayo Hatta",1995-05-05,"Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life.",94,18
